"1118669104959741952^'rt : attn indiedevs: want to win an nvidia titanrtx gpu? maybe? probably? definitely? submit your tech demo using ue and'^2019-04-18^00:14:33^111"
"1118669172966342661^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:14:49^0"
"1118669187021529088^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:14:52^6"
"1118669379779035137^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:15:38^1"
"1118669457327632386^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:15:57^1"
"1118669495906787333^'every enter and just code fresh'^2019-04-18^00:16:06^1"
"1118669534251057152^'rt : i don't remember drdisrespect rgblights pcgaming pcmasterrace pcsetup pc gamer gaming amd ryzen nvidia titan'^2019-04-18^00:16:15^304"
"1118669539028422664^'rt : reposting : - via cool bruh drdisrespect rgblights pcgaming pcmasterrace pcsetup pc gamer'^2019-04-18^00:16:16^304"
"1118669631353425921^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:16:38^6"
"1118669676962353152^'zelda breath of the wild en cemu nvidia nvidia gb cemu breathofthewild zelda pc masterrace k gaminglife nintendo emulator'^2019-04-18^00:16:49^829"
"1118669833426673666^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:17:26^2"
"1118670013349675008^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:18:09^4"
"1118670270993137664^'rt : attn indiedevs: want to win an nvidia titanrtx gpu? maybe? probably? definitely? submit your tech demo using ue and'^2019-04-18^00:19:11^149"
"1118670287866929152^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:19:15^0"
"1118670289070637057^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:19:15^5"
"1118670406397747200^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:19:43^175"
"1118670441722335232^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:19:51^1"
"1118670486764957696^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:20:02^1"
"1118670534286487552^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:20:13^0"
"1118670559703896064^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:20:19^1"
"1118670641241083904^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:20:39^1"
"1118670690746548224^'selling fortnite nvidia geforce experience code to claim fortnite nvidia fortnite bundle $ each  left'^2019-04-18^00:20:51^214"
"1118670818387615753^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:21:21^6"
"1118670836112740357^'it's the nvidia bundle skin but epic gave him a variant with his colours'^2019-04-18^00:21:25^54"
"1118671039729414145^'do you guys know how to puts clips from nvidia highlights on twitter? i want to show you guys the clips but i dont know how to attach them to twitter'^2019-04-18^00:22:14^7"
"1118671043550502912^'and/or nvidia aren't great partners lots of security issues  pricing hasn't gone down since the hardware hasn't gotten cheaper to manufacture been pretty disappointed in how it's been handled (pricing  revisions  etc)'^2019-04-18^00:22:15^3776"
"1118671048805896194^'limited time only+ free shipping! use an associate code at checkout for limited time discount!: wwtplgjkims evga z dark or evga x dark evga geforce nvidia rtx rtxon'^2019-04-18^00:22:16^818"
"1118671063595061248^'new nvidia skin'^2019-04-18^00:22:20^5940"
"1118671110520832000^'i really like what nvidia is doing both my hp omen lg monitors use this compatibility  it's working great! still rockin' that rtx  elric :)'^2019-04-18^00:22:31^19"
"1118671116724080641^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:22:32^0"
"1118671143634898944^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:22:39^8"
"1118671160533770241^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:22:43^0"
"1118671392243953664^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:23:38^0"
"1118671414570000384^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:23:43^0"
"1118671524934946819^'lol i'll get someone some fortnite wins or nvidia codes if they gift me the pastel skin'^2019-04-18^00:24:10^4"
"1118671629687709698^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:24:35^8"
"1118671833362911232^'rt : white heavy check mark intel xeon cpu white heavy check mark up to gb ram white heavy check mark up to tb m storage white heavy check mark nvidia quadro gpu the studiobook s is an ultra-thin mobile works'^2019-04-18^00:25:23^10"
"1118671847409713152^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:25:26^193"
"1118671927747457024^'nvidia geforce gtx  with  cuda cores launches on april rd |'^2019-04-18^00:25:46^324"
"1118672121545121792^'and nvidia is the best thing to happen to nintendo in ages security flaw aside the hardware is def cheaper to manufactureit was cheap when they got it the price hasn't been lowered because of demand'^2019-04-18^00:26:32^2970"
"1118672176683655169^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:26:45^0"
"1118672422834778113^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:27:44^0"
"1118672470817550338^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:27:55^1"
"1118672511510691842^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:28:05^0"
"1118672594683584513^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:28:25^1"
"1118672612060745728^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:28:29^0"
"1118672656830566400^'could you provide me with your opinion on whether or not amd  nvidia and intel should be making money from game sales? going off your logic about console manufacturers i'd be surprised to see you say hardware manufacturers shouldn't get any money'^2019-04-18^00:28:39^61"
"1118672707120443394^'rt : attn indiedevs: want to win an nvidia titanrtx gpu? maybe? probably? definitely? submit your tech demo using ue and'^2019-04-18^00:28:51^330"
"1118672775097380864^'rt : enter this nvidia geforce gtx  ti giveaway from ninja!'^2019-04-18^00:29:08^2"
"1118673001887621120^'rt : cool! need to revisit gunrock -'^2019-04-18^00:30:02^1243"
"1118673297955123201^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:31:12^0"
"1118673323624472578^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:31:18^3"
"1118673343249637376^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:31:23^5"
"1118673371124785153^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:31:30^84"
"1118673599815196672^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:32:24^25"
"1118673821576384512^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:33:17^0"
"1118673835849474048^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:33:21^0"
"1118674074392072192^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:34:17^0"
"1118674177412694016^'why should nvidia or amd or intel get money? what you just said makes absolutely no sense  has no bearing on this conversation  and proves unequivocally that while consoles ask % for digital while warrantying hardware that steam does not deserve % as it's only a store client'^2019-04-18^00:34:42^373"
"1118674249483456512^'wish they'd do the same with nvidia fights with either of them were preventing the best products'^2019-04-18^00:34:59^78"
"1118674316978204672^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:35:15^2"
"1118674353548341250^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:35:24^1"
"1118674405964615681^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:35:37^0"
"1118674453653803009^'i doubt that it will be more powerful than the one x  unless nintendo/nvidia has some secret sauce we don't know about the one x is sold at a loss  which nintendo refuses to do'^2019-04-18^00:35:48^6"
"1118674561489305600^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:36:14^1"
"1118674659896123392^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:36:37^578"
"1118674739357192192^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:36:56^0"
"1118674793786744837^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:37:09^0"
"1118674902326894592^' delete your shadercooked file from my documents eso folder  in nvidia control panel change app d settings for esoexe: monitor technology to fixed refresh  then vertical sync to adaptive  load the game turn vsync off in settings see if it helps'^2019-04-18^00:37:35^1291"
"1118674910199656448^'rt : earth globe americas [worldwide giveaway] earth globe americas we've launched an nvidia geforce rtx  ti giveaway with timmac and nvidia geforce! wrapped present: nvidia ge'^2019-04-18^00:37:37^8"
"1118674939589156864^'enter for a chance to win this nvidia rtx ti! sweepstakes giveaway originpcfamily graphicsreinvented'^2019-04-18^00:37:44^8"
"1118674957427408896^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:37:48^11"
"1118675009332027392^'rt : are you excited about cugraph? happy to announce we're kicking r&amp;d into overdrive with our three new '^2019-04-18^00:38:00^1403"
"1118675383388397568^'rt : like=nvidia bundle code(green heart) sub + like= follow: '^2019-04-18^00:39:30^13376"
"1118675414535159808^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:39:37^1"
"1118675695792558080^'ac unity is free on uplay pick your poison i guess free game though looks and runs great on pc brute forcing nvidia dsr k is also a nice trick but it runs well on today's systems'^2019-04-18^00:40:44^72"
"1118675890366500865^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:41:30^1"
"1118675909425410048^'i subscribed to freash!'^2019-04-18^00:41:35^6"
"1118676038366769152^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:42:06^2"
"1118676111611711488^'rt : ""the agile interceptor"" dash symbol 's take on the interceptor javelin is a stunning combination of steel  aluminum  gl'^2019-04-18^00:42:23^31"
"1118676134810595328^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:42:29^0"
"1118676165651259393^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:42:36^87"
"1118676215244697601^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:42:48^0"
"1118676343955189760^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:43:19^0"
"1118676423647137792^'rt : entroware updates its linux laptops with th gen intel cpus  nvidia rtx graphics'^2019-04-18^00:43:38^304"
"1118676683358339072^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:44:39^0"
"1118676693659439104^'rt : attn indiedevs: want to win an nvidia titanrtx gpu? maybe? probably? definitely? submit your tech demo using ue and'^2019-04-18^00:44:42^15472"
"1118676710885433344^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:44:46^0"
"1118676744146259968^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:44:54^58"
"1118676761137565697^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:44:58^37"
"1118676928339247104^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:45:38^38"
"1118676982676557825^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:45:51^1"
"1118677030894219266^'rt : wrapped present nvidia bundle  ikonik and paypal method giveaway !! wrapped present how to enter? smirking face heavy check mark[?] follow: heavy check mark[?] like heavy black heart[?] and rt anticlockwise downwards and upwards open circle arrows heavy check mark[?] comme'^2019-04-18^00:46:02^192"
"1118677096329621505^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:46:18^38"
"1118677205305970689^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:46:44^0"
"1118677247081058304^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:46:54^2"
"1118677325279789064^'hp slate "" k all- in-one pc - price: n  android  jelly bean -nvidia(r) tegra(r)  -with neon technology -nvidia gpu ( cores) -"" diagonal ips full hd widescreen'^2019-04-18^00:47:13^1588"
"1118677326806573057^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:47:13^0"
"1118677356137238529^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:47:20^0"
"1118677373107544065^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:47:24^4"
"1118677565990825984^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:48:10^0"
"1118677630335631360^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:48:25^1"
"1118677718936080385^'rt : attn indiedevs: want to win an nvidia titanrtx gpu? maybe? probably? definitely? submit your tech demo using ue and'^2019-04-18^00:48:46^9287"
"1118677764926779392^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:48:57^2"
"1118677791929708544^'the division is another cpu intensive game so it's tough to run on a single pc setup now with the latest nvenc from nvidia it works pretty well as long as you have a turing gpu'^2019-04-18^00:49:04^18180"
"1118677917381349376^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:49:34^0"
"1118678151880638465^'love you fresh'^2019-04-18^00:50:30^1"
"1118678180263387136^'rt : using an titanrtx gpu  artist trained a neural network to automatically generate art from there '^2019-04-18^00:50:36^444"
"1118678299901878272^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:51:05^0"
"1118678546266898433^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:52:04^7"
"1118678603288412160^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:52:17^2"
"1118678675925405696^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:52:35^0"
"1118678782187982848^'yeahhhh!'^2019-04-18^00:53:00^0"
"1118678832863694848^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:53:12^5"
"1118678897648758784^'don't miss nvidia and netapp's webinar on  may join us to discover how you can simplify and accelerate your ai data pipeline please note  the webinar and q&amp;a will be in german'^2019-04-18^00:53:27^1897"
"1118679128104894464^'how to setup nvidia highlights (fortnite battle royale) via'^2019-04-18^00:54:22^2"
"1118679206198538241^'rt : for pc players with nvidia cards  this workaround may fix your startup crashing issue the team is continuing to work on a'^2019-04-18^00:54:41^10"
"1118679464563572736^'rt : stealth mode'^2019-04-18^00:55:43^75"
"1118679617995452416^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:56:19^7"
"1118679906215497731^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:57:28^0"
"1118679950729461760^'rt : attn indiedevs: want to win an nvidia titanrtx gpu? maybe? probably? definitely? submit your tech demo using ue and'^2019-04-18^00:57:38^3"
"1118679992416780288^'help me win an rtx  graphics card for streaming by entering and 's giveaway! go here:'^2019-04-18^00:57:48^173"
"1118680030283014145^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:57:57^1"
"1118680041846661120^'rt : the rtx  is one of the most powerful gpus today you have a chance of winning this beast! flexed biceps here's how: [?][?]'^2019-04-18^00:58:00^173"
"1118680231127076864^'new york city-based startup  a member of the nvidia inception program  recently unveiled a new deep learning-based algorithm that can automatically decode what a celebrity  athlete  or other public figure is wearing in a video'^2019-04-18^00:58:45^1897"
"1118680250697887745^'i love fresh btw not in a gay way also nothing wrong with being gay (i'm not gay)'^2019-04-18^00:58:50^2"
"1118680302480654337^'rt : if you could have one free gpu delivered to your doorstep  which would it be? heavy black heart[?] like for amd radeon clockwise downwards and upwards open circle arrows retweet for nvi'^2019-04-18^00:59:02^1"
"1118680306612080642^'any idea why my pc sounds like shes gonna take off when i open the game? intel/nvidia rig its not playable atm'^2019-04-18^00:59:03^184"
"1118680409590632449^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:59:28^0"
"1118680408449855492^'i'm gamer  i bake gpus no seriously i want to bring back my old ti :( nvidia rip'^2019-04-18^00:59:28^20"
"1118680464632492032^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:59:41^0"
"1118680536166350851^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^00:59:58^5"
"1118680546047979520^' took the time to ask nvidia's vp of applied deep learning research bryan catanzaro  quick questions at gtc check out the interview ranging from questions about ai research to his personal life'^2019-04-18^01:00:00^22"
"1118680547167891457^'nvidia and have come together to make your data center more agile see how you can increase productivity and reduce costs with vgpu vdi'^2019-04-18^01:00:01^1897"
"1118680595679334400^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^01:00:12^0"
"1118680628847792128^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^01:00:20^6"
"1118680690122342400^'rt : cucumberfresh's  million subscriber giveaway! cucumber party popper -   (+ bonus  ) v-bucks! ( winners   v-bucks each) - nvid'^2019-04-18^01:00:35^0"
