"1118221834607001600^'apple likens qualcomm chips to fried chicken as trial begins'^2019-04-16^18:37:15^3"
"1118221855075254272^'apple likens qualcomm chips to fried chicken as trial begins'^2019-04-16^18:37:20^0"
